t,open,high,low,close,volume,trades
2026-05-21 02:30:00,78020.0,78064.0,77939.0,77939.0,160.0099,3747
2026-05-21 03:00:00,77939.0,78027.0,77878.0,78025.0,386.72595,4571
2026-05-21 03:30:00,78024.0,78085.0,77971.0,78075.0,271.40478,3564
2026-05-21 04:00:00,78074.0,78158.0,77942.0,78004.0,712.41054,4908
2026-05-21 04:30:00,78004.0,78024.0,77936.0,78010.0,380.91129,3172
2026-05-21 05:00:00,78010.0,78117.0,77834.0,77850.0,379.24039,3878
2026-05-21 05:30:00,77849.0,77887.0,77700.0,77801.0,406.62754,4313
2026-05-21 06:00:00,77800.0,77851.0,77683.0,77755.0,123.62546,3517
2026-05-21 06:30:00,77755.0,77801.0,77480.0,77585.0,933.49779,5143
2026-05-21 07:00:00,77585.0,77654.0,77476.0,77573.0,392.27702,5153
2026-05-21 07:30:00,77572.0,77874.0,77572.0,77853.0,264.7256,4285
2026-05-21 08:00:00,77853.0,78157.0,77852.0,78031.0,982.27799,10420
2026-05-21 08:30:00,78030.0,78031.0,77856.0,77888.0,462.68677,4352
2026-05-21 09:00:00,77887.0,77950.0,77863.0,77894.0,398.42709,3917
2026-05-21 09:30:00,77893.0,77913.0,77603.0,77604.0,961.65419,5815
2026-05-21 10:00:00,77603.0,77649.0,77135.0,77345.0,1352.10203,9006
2026-05-21 10:30:00,77345.0,77418.0,77153.0,77158.0,995.47308,9848
2026-05-21 11:00:00,77158.0,77342.0,77106.0,77288.0,755.03326,7475
2026-05-21 11:30:00,77288.0,77346.0,77144.0,77147.0,333.12379,4356
2026-05-21 12:00:00,77148.0,77246.0,77065.0,77080.0,678.41851,7016
2026-05-21 12:30:00,77080.0,77342.0,77035.0,77253.0,212.10475,5755
2026-05-21 13:00:00,77253.0,77320.0,77162.0,77262.0,124.19786,4499
2026-05-21 13:30:00,77263.0,77285.0,76700.0,77099.0,1683.88365,21431
2026-05-21 14:00:00,77099.0,77222.0,76746.0,77012.0,795.69329,14040
2026-05-21 14:30:00,77013.0,77166.0,76853.0,76945.0,479.16639,6835
2026-05-21 15:00:00,76946.0,77289.0,76867.0,77235.0,682.3438,8806
2026-05-21 15:30:00,77236.0,77374.0,77028.0,77229.0,620.24666,7095
2026-05-21 16:00:00,77230.0,77310.0,77081.0,77145.0,312.88025,6021
2026-05-21 16:30:00,77146.0,77263.0,76969.0,77159.0,947.79403,6624
2026-05-21 17:00:00,77159.0,77968.0,77144.0,77942.0,1479.06877,16302
2026-05-21 17:30:00,77942.0,78053.0,77748.0,77828.0,2229.47719,13461
2026-05-21 18:00:00,77828.0,77885.0,77584.0,77702.0,1264.26807,9363
2026-05-21 18:30:00,77702.0,77777.0,77207.0,77356.0,1333.20134,10537
2026-05-21 19:00:00,77356.0,77570.0,77332.0,77506.0,353.36125,6527
2026-05-21 19:30:00,77507.0,77771.0,77506.0,77667.0,861.26684,6757
2026-05-21 20:00:00,77667.0,77711.0,77629.0,77656.0,365.89698,3574
2026-05-21 20:30:00,77657.0,77769.0,77604.0,77674.0,490.5919,4604
2026-05-21 21:00:00,77675.0,77787.0,77675.0,77781.0,508.08993,4783
2026-05-21 21:30:00,77780.0,77783.0,77621.0,77641.0,134.76631,3938
2026-05-21 22:00:00,77640.0,77720.0,77562.0,77669.0,85.61166,3885
2026-05-21 22:30:00,77669.0,77691.0,77516.0,77587.0,128.24911,3278
2026-05-21 23:00:00,77588.0,77691.0,77501.0,77622.0,217.82534,3888
2026-05-21 23:30:00,77622.0,77724.0,77580.0,77587.0,119.18759,2993
2026-05-22 00:00:00,77587.0,77608.0,77379.0,77454.0,266.49212,5108
2026-05-22 00:30:00,77455.0,77532.0,77320.0,77345.0,260.03328,4401
2026-05-22 01:00:00,77344.0,77513.0,77290.0,77433.0,445.52955,4910
2026-05-22 01:30:00,77433.0,77636.0,77330.0,77581.0,112.29386,3288
2026-05-22 02:00:00,77582.0,77699.0,77581.0,77632.0,473.91242,4273
2026-05-22 02:30:00,77632.0,77663.0,77555.0,77641.0,158.98526,2601
2026-05-22 03:00:00,77641.0,77759.0,77640.0,77757.0,84.91393,2538
2026-05-22 03:30:00,77757.0,77779.0,77720.0,77740.0,230.52618,2593
2026-05-22 04:00:00,77739.0,77870.0,77730.0,77755.0,162.26528,3005
