t,open,high,low,close,volume,trades
2025-09-02 06:00:00,4382.9,4414.7,4367.0,4376.3,46701.2267,21183
2025-09-02 08:00:00,4376.1,4407.2,4369.2,4397.6,44882.9604,22339
2025-09-02 10:00:00,4397.6,4399.6,4340.0,4346.7,36441.5509,17751
2025-09-02 12:00:00,4346.1,4393.1,4270.7,4378.1,175252.9815,69219
2025-09-02 14:00:00,4378.2,4396.2,4282.5,4293.7,131046.9706,57773
2025-09-02 16:00:00,4293.8,4330.1,4279.8,4317.6,94476.3554,29887
2025-09-02 18:00:00,4317.5,4321.3,4256.3,4272.4,96718.2946,27849
2025-09-02 20:00:00,4272.4,4335.0,4265.4,4327.2,65579.131,19998
2025-09-02 22:00:00,4327.2,4335.0,4308.0,4324.7,16701.3873,10589
2025-09-03 00:00:00,4324.6,4331.0,4281.6,4322.9,58578.9751,15566
2025-09-03 02:00:00,4322.9,4354.1,4310.2,4332.9,54078.3442,15138
2025-09-03 04:00:00,4332.9,4340.0,4310.8,4312.6,36293.2512,14120
2025-09-03 06:00:00,4312.5,4318.9,4288.0,4308.7,20799.3956,12397
2025-09-03 08:00:00,4308.6,4351.7,4301.0,4350.1,30759.5488,16325
2025-09-03 10:00:00,4350.2,4384.9,4344.4,4370.6,60927.5033,32344
2025-09-03 12:00:00,4370.7,4439.9,4341.0,4417.2,118616.8724,41856
2025-09-03 14:00:00,4417.2,4483.9,4414.0,4477.5,143612.0939,44542
2025-09-03 16:00:00,4477.6,4489.1,4453.1,4470.0,50242.057,19987
2025-09-03 18:00:00,4470.0,4477.5,4456.3,4474.0,38796.8551,14853
2025-09-03 20:00:00,4473.6,4478.3,4438.1,4460.0,39236.5849,14450
2025-09-03 22:00:00,4459.9,4480.0,4442.2,4448.2,29932.6311,13317
2025-09-04 00:00:00,4448.2,4481.0,4444.3,4467.4,66110.1757,18907
2025-09-04 02:00:00,4467.4,4470.0,4388.4,4396.9,80828.8758,25085
2025-09-04 04:00:00,4396.9,4413.1,4360.7,4374.2,64764.2564,26079
