t,open,high,low,close,volume,trades
2025-09-02 04:00:00,4364.4,4414.7,4358.7,4376.3,74020.333,33850
2025-09-02 08:00:00,4376.1,4407.2,4340.0,4346.7,81324.5113,40090
2025-09-02 12:00:00,4346.1,4396.2,4270.7,4293.7,306299.9521,126992
2025-09-02 16:00:00,4293.8,4330.1,4256.3,4272.4,191194.65,57736
2025-09-02 20:00:00,4272.4,4335.0,4265.4,4324.7,82280.5183,30587
2025-09-03 00:00:00,4324.6,4354.1,4281.6,4332.9,112657.3193,30704
2025-09-03 04:00:00,4332.9,4340.0,4288.0,4308.7,57092.6468,26517
2025-09-03 08:00:00,4308.6,4384.9,4301.0,4370.6,91687.0521,48669
2025-09-03 12:00:00,4370.7,4483.9,4341.0,4477.5,262228.9663,86398
2025-09-03 16:00:00,4477.6,4489.1,4453.1,4474.0,89038.9121,34840
2025-09-03 20:00:00,4473.6,4480.0,4438.1,4448.2,69169.216,27767
2025-09-04 00:00:00,4448.2,4481.0,4388.4,4396.9,146939.0515,43992
2025-09-04 04:00:00,4396.9,4413.1,4355.0,4369.9,103496.7034,42946
2025-09-04 08:00:00,4370.0,4431.0,4364.5,4408.0,116418.7441,37662
2025-09-04 12:00:00,4408.1,4428.7,4293.3,4304.6,218281.4348,81663
2025-09-04 16:00:00,4304.6,4322.0,4264.1,4277.3,150653.7348,53625
2025-09-04 20:00:00,4276.6,4350.7,4271.8,4296.0,86726.771,36801
2025-09-05 00:00:00,4295.9,4334.4,4289.1,4327.5,173746.1089,40101
2025-09-05 04:00:00,4327.5,4427.5,4315.3,4415.0,118821.8309,41270
2025-09-05 08:00:00,4415.0,4425.4,4371.0,4416.7,115523.8034,50109
2025-09-05 12:00:00,4416.7,4491.7,4252.4,4281.4,545972.8604,177645
2025-09-05 16:00:00,4281.7,4330.8,4271.0,4329.3,113990.4359,45264
2025-09-05 20:00:00,4328.8,4341.0,4288.0,4304.7,127683.4576,45779
2025-09-06 00:00:00,4304.7,4327.2,4300.7,4318.3,31248.709,19138
2025-09-06 04:00:00,4318.3,4318.7,4289.0,4311.0,20885.2066,15831
2025-09-06 08:00:00,4310.9,4313.8,4285.0,4298.4,14668.2268,14774
2025-09-06 12:00:00,4298.3,4306.8,4261.0,4267.7,52549.6786,24414
2025-09-06 16:00:00,4267.6,4300.0,4226.7,4253.3,99795.2062,56328
2025-09-06 20:00:00,4253.2,4285.6,4252.6,4271.2,36196.5204,18511
2025-09-07 00:00:00,4271.6,4302.1,4268.1,4294.5,51085.7488,23132
2025-09-07 04:00:00,4294.6,4304.7,4276.0,4292.9,41723.899,21351
2025-09-07 08:00:00,4292.9,4313.0,4288.8,4307.9,54823.4945,22408
2025-09-07 12:00:00,4307.9,4308.8,4287.3,4297.0,41850.5703,21342
2025-09-07 16:00:00,4296.9,4299.0,4267.2,4291.3,42459.7723,24977
2025-09-07 20:00:00,4291.2,4333.0,4278.4,4303.4,99931.3794,26085
2025-09-08 00:00:00,4303.5,4329.0,4279.0,4309.4,111255.6703,31461
2025-09-08 04:00:00,4309.3,4311.4,4285.1,4289.5,54166.2016,20159
2025-09-08 08:00:00,4289.7,4335.0,4286.1,4310.1,137596.0799,38847
2025-09-08 12:00:00,4310.1,4383.7,4304.8,4371.0,194993.2218,76325
2025-09-08 16:00:00,4370.9,4372.9,4283.0,4289.7,98810.2017,51777
2025-09-08 20:00:00,4289.7,4330.5,4281.2,4304.0,76190.9547,32341
2025-09-09 00:00:00,4304.0,4314.5,4276.2,4306.7,68164.9174,26553
2025-09-09 04:00:00,4306.7,4381.1,4302.2,4360.7,75974.8467,38207
2025-09-09 08:00:00,4360.8,4367.0,4341.3,4347.2,69579.2038,26967
2025-09-09 12:00:00,4347.3,4367.4,4277.4,4285.0,170143.9458,70488
2025-09-09 16:00:00,4285.0,4299.5,4278.5,4295.5,57876.8467,23219
