symbol,timeframe,vol_mult,entry_ratio,atr_sl_mult,retest_max,use_absorption_filter,n_long,n_short,n_signals,return_pct,win_rate,profit_factor,total_trades
ETH,2h,1.3,0.0,0.5,96,True,28,33,61,-2.769780091879767,40.869565217391305,0.884615133036849,115
ETH,4h,1.3,0.0,0.5,96,True,16,19,35,-17.282487331854938,30.67855276907001,0.3551739215027987,64
BTC,1h,1.3,0.0,0.5,96,False,88,96,184,-207.73643750045056,36.23852270347335,0.5882082001346225,289
BTC,2h,1.3,0.0,0.5,96,False,86,94,180,-138.93102294680327,42.598522167487694,0.8400519255440588,280
BTC,4h,1.3,0.0,0.5,96,False,46,49,95,-211.98339140200454,36.9835186999366,0.4374802720165471,67
ETH,1h,1.3,0.0,0.5,96,False,98,100,198,-9.135651326004712,40.112994350282484,0.7161929706181813,354
ETH,2h,1.3,0.0,0.5,96,False,79,93,172,-10.464505963494588,40.95238095238095,0.8240077438748562,315
ETH,4h,1.3,0.0,0.5,96,False,45,49,94,-22.271768157969756,37.14181286549707,0.6795575354619172,171
BTC,1h,1.3,0.0,0.8,24,True,15,18,33,-40.72716351781947,40.0,0.6324415653405463,60
BTC,2h,1.3,0.0,0.8,24,True,18,20,38,-14.567986472439319,45.833333333333336,0.88749889789905,72
BTC,4h,1.3,0.0,0.8,24,True,10,9,19,-105.9316670874885,44.11764705882353,0.41648426393664584,34
ETH,1h,1.3,0.0,0.8,24,True,23,32,55,-4.667540346499889,40.18691588785047,0.6836264979906024,107
ETH,2h,1.3,0.0,0.8,24,True,20,18,38,3.9605473033001237,47.2972972972973,1.2623954220952969,74
ETH,4h,1.3,0.0,0.8,24,True,13,17,30,-1.5367228217199358,40.80788177339902,0.8364210201205066,56
BTC,1h,1.3,0.0,0.8,24,False,78,88,166,-206.82766794894047,39.67465929290934,0.5732685229272741,249
BTC,2h,1.3,0.0,0.8,24,False,81,85,166,-220.706236006965,29.979702790866256,0.4816931947224749,89
BTC,4h,1.3,0.0,0.8,24,False,43,45,88,-215.0027511731733,36.814536340852136,0.4530283625185386,70
