strategy,family,symbol,timeframe,n_signals,n_long,n_short,depth_min,depth_max,reclaim_bars,killzones,return_pct,win_rate,acc_range,judas_window,ms_lookback
po3_fractal,demon2,BTC,1h,1,1,0,,,,False,3.2532796724184165,80.0,0.003,4.0,3.0
po3_fractal,demon2,BTC,4h,0,0,0,,,,False,,,0.003,4.0,3.0
po3_fractal,demon2,ETH,1h,1,1,0,,,,False,-0.19244824510000286,0.0,0.003,4.0,3.0
po3_fractal,demon2,ETH,4h,0,0,0,,,,False,,,0.003,4.0,3.0
po3_fractal,demon2,BTC,1h,0,0,0,,,,True,,,0.003,4.0,5.0
po3_fractal,demon2,BTC,4h,1,1,0,,,,True,2.402473990585552,80.0,0.003,4.0,5.0
po3_fractal,demon2,ETH,1h,1,1,0,,,,True,-0.19244824510000286,0.0,0.003,4.0,5.0
po3_fractal,demon2,ETH,4h,1,1,0,,,,True,-0.38400732549999705,0.0,0.003,4.0,5.0
po3_fractal,demon2,BTC,1h,1,1,0,,,,False,3.2532796724184165,80.0,0.003,4.0,5.0
po3_fractal,demon2,BTC,4h,1,1,0,,,,False,2.402473990585552,80.0,0.003,4.0,5.0
po3_fractal,demon2,ETH,1h,1,1,0,,,,False,-0.19244824510000286,0.0,0.003,4.0,5.0
po3_fractal,demon2,ETH,4h,1,1,0,,,,False,-0.38400732549999705,0.0,0.003,4.0,5.0
po3_fractal,demon2,BTC,1h,0,0,0,,,,True,,,0.003,4.0,10.0
po3_fractal,demon2,BTC,4h,0,0,0,,,,True,,,0.003,4.0,10.0
po3_fractal,demon2,ETH,1h,0,0,0,,,,True,,,0.003,4.0,10.0
po3_fractal,demon2,ETH,4h,1,1,0,,,,True,-0.38400732549999705,0.0,0.003,4.0,10.0
po3_fractal,demon2,BTC,1h,0,0,0,,,,False,,,0.003,4.0,10.0
po3_fractal,demon2,BTC,4h,0,0,0,,,,False,,,0.003,4.0,10.0
po3_fractal,demon2,ETH,1h,0,0,0,,,,False,,,0.003,4.0,10.0
po3_fractal,demon2,ETH,4h,1,1,0,,,,False,-0.38400732549999705,0.0,0.003,4.0,10.0
po3_fractal,demon2,BTC,1h,1,0,1,,,,True,-16.89985745519998,0.0,0.003,6.0,3.0
po3_fractal,demon2,BTC,4h,0,0,0,,,,True,,,0.003,6.0,3.0
po3_fractal,demon2,ETH,1h,1,1,0,,,,True,-0.19244824510000286,0.0,0.003,6.0,3.0
po3_fractal,demon2,ETH,4h,0,0,0,,,,True,,,0.003,6.0,3.0
po3_fractal,demon2,BTC,1h,2,1,1,,,,False,-14.320655362549237,40.0,0.003,6.0,3.0
po3_fractal,demon2,BTC,4h,2,2,0,,,,False,6.307766701307794,90.0,0.003,6.0,3.0
po3_fractal,demon2,ETH,1h,1,1,0,,,,False,-0.19244824510000286,0.0,0.003,6.0,3.0
po3_fractal,demon2,ETH,4h,0,0,0,,,,False,,,0.003,6.0,3.0
po3_fractal,demon2,BTC,1h,1,0,1,,,,True,-16.89985745519998,0.0,0.003,6.0,5.0
po3_fractal,demon2,BTC,4h,1,1,0,,,,True,2.402473990585552,80.0,0.003,6.0,5.0
po3_fractal,demon2,ETH,1h,1,1,0,,,,True,-0.19244824510000286,0.0,0.003,6.0,5.0
po3_fractal,demon2,ETH,4h,1,1,0,,,,True,-0.38400732549999705,0.0,0.003,6.0,5.0
po3_fractal,demon2,BTC,1h,2,1,1,,,,False,-14.320655362549237,40.0,0.003,6.0,5.0
po3_fractal,demon2,BTC,4h,3,3,0,,,,False,5.1581528493938755,86.66666666666666,0.003,6.0,5.0
po3_fractal,demon2,ETH,1h,1,1,0,,,,False,-0.19244824510000286,0.0,0.003,6.0,5.0
po3_fractal,demon2,ETH,4h,1,1,0,,,,False,-0.38400732549999705,0.0,0.003,6.0,5.0
po3_fractal,demon2,BTC,1h,1,0,1,,,,True,-16.89985745519998,0.0,0.003,6.0,10.0
po3_fractal,demon2,BTC,4h,0,0,0,,,,True,,,0.003,6.0,10.0
po3_fractal,demon2,ETH,1h,0,0,0,,,,True,,,0.003,6.0,10.0
po3_fractal,demon2,ETH,4h,1,1,0,,,,True,-0.38400732549999705,0.0,0.003,6.0,10.0
po3_fractal,demon2,BTC,1h,1,0,1,,,,False,-16.89985745519998,0.0,0.003,6.0,10.0
po3_fractal,demon2,BTC,4h,2,2,0,,,,False,6.307766701307794,90.0,0.003,6.0,10.0
po3_fractal,demon2,ETH,1h,0,0,0,,,,False,,,0.003,6.0,10.0
po3_fractal,demon2,ETH,4h,1,1,0,,,,False,-0.38400732549999705,0.0,0.003,6.0,10.0
po3_fractal,demon2,BTC,1h,1,0,1,,,,True,-16.89985745519998,0.0,0.003,10.0,3.0
po3_fractal,demon2,BTC,4h,0,0,0,,,,True,,,0.003,10.0,3.0
po3_fractal,demon2,ETH,1h,1,1,0,,,,True,-0.19244824510000286,0.0,0.003,10.0,3.0
po3_fractal,demon2,ETH,4h,0,0,0,,,,True,,,0.003,10.0,3.0
po3_fractal,demon2,BTC,1h,2,1,1,,,,False,-14.320655362549237,40.0,0.003,10.0,3.0
po3_fractal,demon2,BTC,4h,2,2,0,,,,False,6.307766701307794,90.0,0.003,10.0,3.0
po3_fractal,demon2,ETH,1h,1,1,0,,,,False,-0.19244824510000286,0.0,0.003,10.0,3.0
po3_fractal,demon2,ETH,4h,0,0,0,,,,False,,,0.003,10.0,3.0
po3_fractal,demon2,BTC,1h,1,0,1,,,,True,-16.89985745519998,0.0,0.003,10.0,5.0
po3_fractal,demon2,BTC,4h,1,1,0,,,,True,2.402473990585552,80.0,0.003,10.0,5.0
po3_fractal,demon2,ETH,1h,1,1,0,,,,True,-0.19244824510000286,0.0,0.003,10.0,5.0
po3_fractal,demon2,ETH,4h,1,1,0,,,,True,-0.38400732549999705,0.0,0.003,10.0,5.0
po3_fractal,demon2,BTC,1h,3,1,2,,,,False,-21.82658177869445,26.666666666666664,0.003,10.0,5.0
po3_fractal,demon2,BTC,4h,3,3,0,,,,False,5.1581528493938755,86.66666666666666,0.003,10.0,5.0
po3_fractal,demon2,ETH,1h,1,1,0,,,,False,-0.19244824510000286,0.0,0.003,10.0,5.0
po3_fractal,demon2,ETH,4h,1,1,0,,,,False,-0.38400732549999705,0.0,0.003,10.0,5.0
po3_fractal,demon2,BTC,1h,1,0,1,,,,True,-16.89985745519998,0.0,0.003,10.0,10.0
po3_fractal,demon2,BTC,4h,0,0,0,,,,True,,,0.003,10.0,10.0
po3_fractal,demon2,ETH,1h,0,0,0,,,,True,,,0.003,10.0,10.0
po3_fractal,demon2,ETH,4h,1,1,0,,,,True,-0.38400732549999705,0.0,0.003,10.0,10.0
po3_fractal,demon2,BTC,1h,2,0,2,,,,False,-24.12563884020001,0.0,0.003,10.0,10.0
po3_fractal,demon2,BTC,4h,2,2,0,,,,False,6.307766701307794,90.0,0.003,10.0,10.0
po3_fractal,demon2,ETH,1h,0,0,0,,,,False,,,0.003,10.0,10.0
po3_fractal,demon2,ETH,4h,1,1,0,,,,False,-0.38400732549999705,0.0,0.003,10.0,10.0
po3_fractal,demon2,BTC,1h,1,0,1,,,,True,-16.89985745519998,0.0,0.003,14.0,3.0
po3_fractal,demon2,BTC,4h,1,0,1,,,,True,-40.99165394879997,0.0,0.003,14.0,3.0
po3_fractal,demon2,ETH,1h,1,1,0,,,,True,-0.19244824510000286,0.0,0.003,14.0,3.0
po3_fractal,demon2,ETH,4h,0,0,0,,,,True,,,0.003,14.0,3.0
po3_fractal,demon2,BTC,1h,2,1,1,,,,False,-14.320655362549237,40.0,0.003,14.0,3.0
po3_fractal,demon2,BTC,4h,3,2,1,,,,False,6.187745287339102,86.66666666666666,0.003,14.0,3.0
po3_fractal,demon2,ETH,1h,1,1,0,,,,False,-0.19244824510000286,0.0,0.003,14.0,3.0
po3_fractal,demon2,ETH,4h,0,0,0,,,,False,,,0.003,14.0,3.0
po3_fractal,demon2,BTC,1h,1,0,1,,,,True,-16.89985745519998,0.0,0.003,14.0,5.0
po3_fractal,demon2,BTC,4h,3,2,1,,,,True,-4.255544294153011,53.33333333333333,0.003,14.0,5.0
po3_fractal,demon2,ETH,1h,1,1,0,,,,True,-0.19244824510000286,0.0,0.003,14.0,5.0
po3_fractal,demon2,ETH,4h,1,1,0,,,,True,-0.38400732549999705,0.0,0.003,14.0,5.0
po3_fractal,demon2,BTC,1h,3,1,2,,,,False,-21.82658177869445,26.666666666666664,0.003,14.0,5.0
po3_fractal,demon2,BTC,4h,5,4,1,,,,False,10.76074110557815,85.0,0.003,14.0,5.0
po3_fractal,demon2,ETH,1h,1,1,0,,,,False,-0.19244824510000286,0.0,0.003,14.0,5.0
po3_fractal,demon2,ETH,4h,1,1,0,,,,False,-0.38400732549999705,0.0,0.003,14.0,5.0
po3_fractal,demon2,BTC,1h,1,0,1,,,,True,-16.89985745519998,0.0,0.003,14.0,10.0
po3_fractal,demon2,BTC,4h,2,1,1,,,,True,-6.826446623377178,40.0,0.003,14.0,10.0
po3_fractal,demon2,ETH,1h,0,0,0,,,,True,,,0.003,14.0,10.0
po3_fractal,demon2,ETH,4h,1,1,0,,,,True,-0.38400732549999705,0.0,0.003,14.0,10.0
po3_fractal,demon2,BTC,1h,2,0,2,,,,False,-24.12563884020001,0.0,0.003,14.0,10.0
po3_fractal,demon2,BTC,4h,4,3,1,,,,False,11.982963270197935,86.66666666666666,0.003,14.0,10.0
po3_fractal,demon2,ETH,1h,0,0,0,,,,False,,,0.003,14.0,10.0
po3_fractal,demon2,ETH,4h,1,1,0,,,,False,-0.38400732549999705,0.0,0.003,14.0,10.0
po3_fractal,demon2,BTC,1h,2,1,1,,,,True,11.799157102131032,90.0,0.006,4.0,3.0
po3_fractal,demon2,BTC,4h,2,1,1,,,,True,-10.135899495148117,0.0,0.006,4.0,3.0
po3_fractal,demon2,ETH,1h,1,1,0,,,,True,-0.19244824510000286,0.0,0.006,4.0,3.0
po3_fractal,demon2,ETH,4h,1,1,0,,,,True,-0.6860701755600013,0.0,0.006,4.0,3.0
po3_fractal,demon2,BTC,1h,2,1,1,,,,False,11.799157102131032,90.0,0.006,4.0,3.0
po3_fractal,demon2,BTC,4h,2,1,1,,,,False,-10.135899495148117,0.0,0.006,4.0,3.0
po3_fractal,demon2,ETH,1h,2,1,1,,,,False,-0.4536497045000033,0.0,0.006,4.0,3.0
po3_fractal,demon2,ETH,4h,1,1,0,,,,False,-0.6860701755600013,0.0,0.006,4.0,3.0
po3_fractal,demon2,BTC,1h,3,1,2,,,,True,-4.332125600868895,59.99999999999999,0.006,4.0,5.0
po3_fractal,demon2,BTC,4h,3,2,1,,,,True,-7.772031343176921,26.666666666666664,0.006,4.0,5.0
po3_fractal,demon2,ETH,1h,2,2,0,,,,True,0.4042715793199994,40.0,0.006,4.0,5.0
po3_fractal,demon2,ETH,4h,2,1,1,,,,True,-1.1790757039599984,0.0,0.006,4.0,5.0
po3_fractal,demon2,BTC,1h,3,1,2,,,,False,-4.332125600868895,59.99999999999999,0.006,4.0,5.0
po3_fractal,demon2,BTC,4h,6,5,1,,,,False,-0.7580530156328406,40.0,0.006,4.0,5.0
po3_fractal,demon2,ETH,1h,3,2,1,,,,False,0.14307011991999896,26.666666666666664,0.006,4.0,5.0
po3_fractal,demon2,ETH,4h,2,1,1,,,,False,-1.1790757039599984,0.0,0.006,4.0,5.0
po3_fractal,demon2,BTC,1h,3,1,2,,,,True,-4.332125600868895,59.99999999999999,0.006,4.0,10.0
po3_fractal,demon2,BTC,4h,2,1,1,,,,True,-10.135899495148117,0.0,0.006,4.0,10.0
po3_fractal,demon2,ETH,1h,1,0,1,,,,True,-0.27312271046000147,0.0,0.006,4.0,10.0
po3_fractal,demon2,ETH,4h,2,1,1,,,,True,-1.1790757039599984,0.0,0.006,4.0,10.0
po3_fractal,demon2,BTC,1h,4,2,2,,,,False,-1.7598565378181954,65.0,0.006,4.0,10.0
po3_fractal,demon2,BTC,4h,3,2,1,,,,False,-11.740056501954275,0.0,0.006,4.0,10.0
po3_fractal,demon2,ETH,1h,1,0,1,,,,False,-0.27312271046000147,0.0,0.006,4.0,10.0
po3_fractal,demon2,ETH,4h,2,1,1,,,,False,-1.1790757039599984,0.0,0.006,4.0,10.0
po3_fractal,demon2,BTC,1h,4,2,2,,,,True,-1.1179627474194422,65.0,0.006,6.0,3.0
po3_fractal,demon2,BTC,4h,2,1,1,,,,True,-10.135899495148117,0.0,0.006,6.0,3.0
po3_fractal,demon2,ETH,1h,3,1,2,,,,True,-0.7604688457200007,0.0,0.006,6.0,3.0
po3_fractal,demon2,ETH,4h,1,1,0,,,,True,-0.6860701755600013,0.0,0.006,6.0,3.0
po3_fractal,demon2,BTC,1h,4,2,2,,,,False,-1.1179627474194422,65.0,0.006,6.0,3.0
po3_fractal,demon2,BTC,4h,4,3,1,,,,False,4.481393013203928,65.0,0.006,6.0,3.0
po3_fractal,demon2,ETH,1h,4,1,3,,,,False,-0.704769373136003,0.0,0.006,6.0,3.0
po3_fractal,demon2,ETH,4h,1,1,0,,,,False,-0.6860701755600013,0.0,0.006,6.0,3.0
po3_fractal,demon2,BTC,1h,6,2,4,,,,True,-25.85817962792594,44.0,0.006,6.0,5.0
po3_fractal,demon2,BTC,4h,3,2,1,,,,True,-7.772031343176921,26.666666666666664,0.006,6.0,5.0
po3_fractal,demon2,ETH,1h,4,2,2,,,,True,-0.1637490212999984,20.0,0.006,6.0,5.0
po3_fractal,demon2,ETH,4h,2,1,1,,,,True,-1.1790757039599984,0.0,0.006,6.0,5.0
po3_fractal,demon2,BTC,1h,6,2,4,,,,False,-25.85817962792594,44.0,0.006,6.0,5.0
po3_fractal,demon2,BTC,4h,8,7,1,,,,False,10.515807883961282,66.5,0.006,6.0,5.0
po3_fractal,demon2,ETH,1h,5,2,3,,,,False,-0.10804954871600046,20.0,0.006,6.0,5.0
po3_fractal,demon2,ETH,4h,2,1,1,,,,False,-1.1790757039599984,0.0,0.006,6.0,5.0
po3_fractal,demon2,BTC,1h,9,2,7,,,,True,-47.89577750027136,32.857142857142854,0.006,6.0,10.0
po3_fractal,demon2,BTC,4h,2,1,1,,,,True,-10.135899495148117,0.0,0.006,6.0,10.0
po3_fractal,demon2,ETH,1h,4,1,3,,,,True,1.039536217140005,45.0,0.006,6.0,10.0
po3_fractal,demon2,ETH,4h,2,1,1,,,,True,-1.1790757039599984,0.0,0.006,6.0,10.0
po3_fractal,demon2,BTC,1h,10,3,7,,,,False,-46.06847886619201,38.05555555555556,0.006,6.0,10.0
po3_fractal,demon2,BTC,4h,6,4,2,,,,False,102.8593830013411,59.99999999999999,0.006,6.0,10.0
po3_fractal,demon2,ETH,1h,4,1,3,,,,False,1.039536217140005,45.0,0.006,6.0,10.0
po3_fractal,demon2,ETH,4h,2,1,1,,,,False,-1.1790757039599984,0.0,0.006,6.0,10.0
po3_fractal,demon2,BTC,1h,4,2,2,,,,True,-1.1179627474194422,65.0,0.006,10.0,3.0
po3_fractal,demon2,BTC,4h,2,1,1,,,,True,-10.472292004345048,0.0,0.006,10.0,3.0
po3_fractal,demon2,ETH,1h,3,1,2,,,,True,-0.9181634057199984,0.0,0.006,10.0,3.0
po3_fractal,demon2,ETH,4h,1,1,0,,,,True,-0.6860701755600013,0.0,0.006,10.0,3.0
po3_fractal,demon2,BTC,1h,5,2,3,,,,False,-8.03158231988268,52.0,0.006,10.0,3.0
po3_fractal,demon2,BTC,4h,4,3,1,,,,False,4.082171040927465,65.0,0.006,10.0,3.0
po3_fractal,demon2,ETH,1h,6,3,3,,,,False,-1.6794386119559939,0.0,0.006,10.0,3.0
po3_fractal,demon2,ETH,4h,1,1,0,,,,False,-0.6860701755600013,0.0,0.006,10.0,3.0
po3_fractal,demon2,BTC,1h,7,3,4,,,,True,-25.04128284157114,49.04761904761905,0.006,10.0,5.0
po3_fractal,demon2,BTC,4h,4,3,1,,,,True,-1.1254683118678077,40.0,0.006,10.0,5.0
po3_fractal,demon2,ETH,1h,4,2,2,,,,True,-0.32144358129999606,20.0,0.006,10.0,5.0
po3_fractal,demon2,ETH,4h,3,2,1,,,,True,2.208992741740014,26.666666666666664,0.006,10.0,5.0
po3_fractal,demon2,BTC,1h,8,3,5,,,,False,-32.05513761460351,42.857142857142854,0.006,10.0,5.0
po3_fractal,demon2,BTC,4h,9,8,1,,,,False,18.30608322811222,68.88888888888889,0.006,10.0,5.0
po3_fractal,demon2,ETH,1h,8,4,4,,,,False,-1.2786148551159893,11.428571428571429,0.006,10.0,5.0
po3_fractal,demon2,ETH,4h,3,2,1,,,,False,2.208992741740014,26.666666666666664,0.006,10.0,5.0
po3_fractal,demon2,BTC,1h,10,3,7,,,,True,-51.091617444634885,38.05555555555556,0.006,10.0,10.0
po3_fractal,demon2,BTC,4h,3,2,1,,,,True,-3.689363598311104,26.666666666666664,0.006,10.0,10.0
po3_fractal,demon2,ETH,1h,4,1,3,,,,True,0.8818416571400076,45.0,0.006,10.0,10.0
po3_fractal,demon2,ETH,4h,3,2,1,,,,True,2.208992741740014,26.666666666666664,0.006,10.0,10.0
po3_fractal,demon2,BTC,1h,12,4,8,,,,False,-56.36863221181288,38.36363636363637,0.006,10.0,10.0
po3_fractal,demon2,BTC,4h,7,5,2,,,,False,109.2385829534893,62.85714285714286,0.006,10.0,10.0
po3_fractal,demon2,ETH,1h,8,3,5,,,,False,-0.13102908925998352,25.714285714285715,0.006,10.0,10.0
po3_fractal,demon2,ETH,4h,3,2,1,,,,False,2.208992741740014,26.666666666666664,0.006,10.0,10.0
po3_fractal,demon2,BTC,1h,4,2,2,,,,True,-1.1179627474194422,65.0,0.006,14.0,3.0
po3_fractal,demon2,BTC,4h,2,1,1,,,,True,-10.472292004345048,0.0,0.006,14.0,3.0
po3_fractal,demon2,ETH,1h,3,1,2,,,,True,-0.9181634057199984,0.0,0.006,14.0,3.0
po3_fractal,demon2,ETH,4h,1,1,0,,,,True,-0.6860701755600013,0.0,0.006,14.0,3.0
po3_fractal,demon2,BTC,1h,5,2,3,,,,False,-8.03158231988268,52.0,0.006,14.0,3.0
po3_fractal,demon2,BTC,4h,4,3,1,,,,False,4.504849060400924,65.0,0.006,14.0,3.0
po3_fractal,demon2,ETH,1h,7,4,3,,,,False,-2.0042093953839926,0.0,0.006,14.0,3.0
po3_fractal,demon2,ETH,4h,2,2,0,,,,False,0.7649351640800018,40.0,0.006,14.0,3.0
po3_fractal,demon2,BTC,1h,7,3,4,,,,True,-25.04128284157114,49.04761904761905,0.006,14.0,5.0
po3_fractal,demon2,BTC,4h,6,4,2,,,,True,-9.166055269327089,40.0,0.006,14.0,5.0
po3_fractal,demon2,ETH,1h,4,2,2,,,,True,-0.32144358129999606,20.0,0.006,14.0,5.0
po3_fractal,demon2,ETH,4h,3,2,1,,,,True,0.8481767417400119,26.666666666666664,0.006,14.0,5.0
po3_fractal,demon2,BTC,1h,8,3,5,,,,False,-32.05513761460351,42.857142857142854,0.006,14.0,5.0
po3_fractal,demon2,BTC,4h,11,9,2,,,,False,4.516000354851336,59.142857142857146,0.006,14.0,5.0
po3_fractal,demon2,ETH,1h,9,5,4,,,,False,-1.603385638543988,11.428571428571429,0.006,14.0,5.0
po3_fractal,demon2,ETH,4h,4,3,1,,,,False,3.776307345092015,40.0,0.006,14.0,5.0
po3_fractal,demon2,BTC,1h,10,3,7,,,,True,-51.091617444634885,38.05555555555556,0.006,14.0,10.0
po3_fractal,demon2,BTC,4h,5,3,2,,,,True,-35.34176062985802,32.0,0.006,14.0,10.0
po3_fractal,demon2,ETH,1h,4,1,3,,,,True,0.8818416571400076,45.0,0.006,14.0,10.0
po3_fractal,demon2,ETH,4h,3,2,1,,,,True,0.8481767417400119,26.666666666666664,0.006,14.0,10.0
po3_fractal,demon2,BTC,1h,13,5,8,,,,False,-57.30848961663511,35.151515151515156,0.006,14.0,10.0
po3_fractal,demon2,BTC,4h,9,6,3,,,,False,93.04858735320107,55.0,0.006,14.0,10.0
po3_fractal,demon2,ETH,1h,9,4,5,,,,False,-0.4557998726879823,25.357142857142858,0.006,14.0,10.0
po3_fractal,demon2,ETH,4h,4,3,1,,,,False,3.776307345092015,40.0,0.006,14.0,10.0
