symbol,timeframe,n_signals,base_pf,base_ret,allin_1to2_pf,allin_1to2_ret,allin_1to2p5_pf,allin_1to2p5_ret,trail_pf,trail_ret
BTC,1h,40,1.138923717115957,17.65680352608797,1.0702213883222356,8.428986683674228,1.235065890381545,28.41110342157117,1.004002916826213,3.138815830673229
BTC,2h,45,0.8010940588203637,-78.97675723806796,0.8522306332152597,-53.51809724526901,1.0408290501896336,15.346863363913291,1.1075696744187529,17.38705834672593
BTC,4h,14,1.7520818517523973,55.75778430850551,0.9970928884321855,-0.43492019817829713,1.3197516165770675,48.252701281513296,0.8376433795053518,-31.471614471763676
ETH,1h,64,1.0292648214878575,-0.657011499999973,0.8951862190682416,-1.6931848500000068,0.7580346752262648,-3.9868712500000174,0.8757485818422109,-3.4480090999999584
ETH,2h,39,0.9991572528822135,1.927062300000065,1.197177864174664,3.1717188000000305,0.7142003533389345,-5.203641549999975,1.0190495812198228,1.127042850000063
ETH,4h,20,1.012913043935812,4.560109299999953,2.4154080278469374,10.428466749999993,1.9342432941031873,9.679064999999987,1.5269535896248736,9.168062649999936
