symbol,timeframe,n_signals,allin_1to2_pf,allin_1to2_wr,allin_1to2_ret,allin_1to2_trades,allin_1to2p5_pf,allin_1to2p5_wr,allin_1to2p5_ret,allin_1to2p5_trades
BTC,1h,21,0.13945527248854986,21.052631578947366,-73.2493059409265,19,0.11402764850480962,15.789473684210526,-76.60436446533639,19
BTC,2h,9,0.9733321266675092,44.44444444444444,-1.2168996932522351,9,1.085205671461122,44.44444444444444,3.8967911708583234,9
BTC,4h,7,0.6110770906397568,42.857142857142854,-33.08336372369908,7,0.6856923016718939,42.857142857142854,-26.77266224189031,7
ETH,1h,16,0.8299981049786385,42.857142857142854,-0.5519841000000087,14,1.0088558909401495,42.857142857142854,0.028754449999992177,14
ETH,2h,17,2.930252091776247,66.66666666666666,4.608081650000008,12,2.645286523873456,58.333333333333336,4.013814349999998,12
ETH,4h,9,0.3860905129154351,50.0,-2.8326713500000054,8,0.415144674109039,50.0,-2.6986110500000042,8
